within_threshold,final_distance,convergence,perturbation,retcode
true,1.082095866190939e-8,true,"[-0.8992503821119686, -0.5286515155710113, -9.89949748477948]",Terminated
true,1.8799939898313536e-8,true,"[-0.8992503821119686, -0.5286515155710113, -9.798994972216667]",Terminated
true,1.4326365497030719e-8,true,"[-0.8992503821119686, -0.5286515155710113, -9.698492459653853]",Terminated
true,1.4945594608158337e-8,true,"[-0.8992503821119686, -0.5286515155710113, -9.597989947091039]",Terminated
true,2.5810706001824536e-8,true,"[-0.8992503821119686, -0.5286515155710113, -9.497487434528225]",Terminated
false,2.10851480195457,false,"[-0.8992503821119686, -0.5286515155710113, -9.39698492196541]",Success
false,1.780547094625576,true,"[-0.8992503821119686, -0.5286515155710113, -9.296482409402596]",Success
false,1.9616472558829976,true,"[-0.8992503821119686, -0.5286515155710113, -9.195979896839782]",Success
false,2.204190294568633,false,"[-0.8992503821119686, -0.5286515155710113, -9.095477384276968]",Success
false,2.2830425450266256,false,"[-0.8992503821119686, -0.5286515155710113, -8.994974871714154]",Success
false,2.2608725957237663,false,"[-0.8992503821119686, -0.5286515155710113, -8.89447235915134]",Success
false,2.2819799000005156,false,"[-0.8992503821119686, -0.5286515155710113, -8.793969846588526]",Success
false,2.2314209986080455,false,"[-0.8992503821119686, -0.5286515155710113, -8.693467334025712]",Success
false,2.019622005703014,true,"[-0.8992503821119686, -0.5286515155710113, -8.592964821462898]",Success
false,1.7958115508885666,true,"[-0.8992503821119686, -0.5286515155710113, -8.492462308900084]",Success
false,2.1493662111222935,false,"[-0.8992503821119686, -0.5286515155710113, -8.39195979633727]",Success
true,2.2726680616073106e-9,true,"[-0.8992503821119686, -0.5286515155710113, -8.291457283774456]",Terminated
true,5.728244404847511e-9,true,"[-0.8992503821119686, -0.5286515155710113, -8.190954771211642]",Terminated
true,1.0612118763050086e-8,true,"[-0.8992503821119686, -0.5286515155710113, -8.090452258648828]",Terminated
true,5.948195051707191e-8,true,"[-0.8992503821119686, -0.5286515155710113, -7.989949746086014]",Terminated
true,6.5723662856643026e-9,true,"[-0.8992503821119686, -0.5286515155710113, -7.8894472335231995]",Terminated
false,2.267217581365072,false,"[-0.8992503821119686, -0.5286515155710113, -7.7889447209603855]",Success
false,1.8522519609365258,true,"[-0.8992503821119686, -0.5286515155710113, -7.688442208397571]",Success
false,2.0748951592741687,true,"[-0.8992503821119686, -0.5286515155710113, -7.587939695834757]",Success
false,2.2736704178126383,false,"[-0.8992503821119686, -0.5286515155710113, -7.487437183271943]",Success
false,2.1278951040018694,false,"[-0.8992503821119686, -0.5286515155710113, -7.386934670709129]",Success
false,1.906200749662149,true,"[-0.8992503821119686, -0.5286515155710113, -7.286432158146315]",Success
false,1.863084910578422,true,"[-0.8992503821119686, -0.5286515155710113, -7.185929645583501]",Success
false,1.9457630536302277,true,"[-0.8992503821119686, -0.5286515155710113, -7.085427133020687]",Success
false,2.1770685418821896,false,"[-0.8992503821119686, -0.5286515155710113, -6.984924620457873]",Success
false,2.2597635593181638,false,"[-0.8992503821119686, -0.5286515155710113, -6.884422107895059]",Success
false,1.964856891281402,true,"[-0.8992503821119686, -0.5286515155710113, -6.783919595332245]",Success
false,2.1380330219055756,false,"[-0.8992503821119686, -0.5286515155710113, -6.683417082769431]",Success
true,1.1536169027864016e-8,true,"[-0.8992503821119686, -0.5286515155710113, -6.582914570206617]",Terminated
true,3.7173014371583814e-8,true,"[-0.8992503821119686, -0.5286515155710113, -6.482412057643803]",Terminated
true,1.1598108902291805e-8,true,"[-0.8992503821119686, -0.5286515155710113, -6.381909545080989]",Terminated
true,2.4892006920955108e-8,true,"[-0.8992503821119686, -0.5286515155710113, -6.281407032518175]",Terminated
true,4.191607838926277e-8,true,"[-0.8992503821119686, -0.5286515155710113, -6.1809045199553605]",Terminated
true,2.991414552406258e-8,true,"[-0.8992503821119686, -0.5286515155710113, -6.080402007392546]",Terminated
